scenario,run,action_time,action_kind,action_source,action_target,detected,event_time,event_kind,delta_s
S2_ssh_credstuff,7,2026-05-03T09:31:52.500Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:54.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:31:56.727Z,auth,2.727
S2_ssh_credstuff,7,2026-05-03T09:31:55.500Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:31:57.345Z,auth,1.845
S2_ssh_credstuff,7,2026-05-03T09:31:57.000Z,auth,10.10.42.200,10.10.42.22,False,,,
S2_ssh_credstuff,7,2026-05-03T09:31:58.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:32:00.042Z,auth,1.542
S2_ssh_credstuff,7,2026-05-03T09:32:00.000Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,7,2026-05-03T09:32:01.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:32:02.844Z,auth,1.344
S2_ssh_credstuff,7,2026-05-03T09:32:03.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,7,2026-05-03T09:32:04.500Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:32:05.511Z,auth,1.011
S2_ssh_credstuff,7,2026-05-03T09:32:06.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:32:07.408Z,auth,1.408
S2_ssh_credstuff,7,2026-05-03T09:32:07.500Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:32:08.844Z,auth,1.344
S2_ssh_credstuff,7,2026-05-03T09:32:09.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,7,2026-05-03T09:32:10.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:32:13.197Z,auth,2.698
S2_ssh_credstuff,7,2026-05-03T09:32:12.000Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:32:13.221Z,auth,1.221
S2_ssh_credstuff,7,2026-05-03T09:32:13.500Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:15.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:32:16.438Z,auth,1.438
S2_ssh_credstuff,8,2026-05-03T09:32:16.500Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:32:17.838Z,auth,1.339
S2_ssh_credstuff,8,2026-05-03T09:32:18.000Z,auth,10.10.42.200,10.10.42.8,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:19.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:32:20.788Z,auth,1.288
S2_ssh_credstuff,8,2026-05-03T09:32:21.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:32:23.024Z,auth,2.025
S2_ssh_credstuff,8,2026-05-03T09:32:22.500Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:24.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:32:26.095Z,auth,2.095
S2_ssh_credstuff,8,2026-05-03T09:32:25.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:32:26.621Z,auth,1.121
S2_ssh_credstuff,8,2026-05-03T09:32:27.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:28.500Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:32:30.012Z,auth,1.513
S2_ssh_credstuff,8,2026-05-03T09:32:30.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:32:31.122Z,auth,1.122
S2_ssh_credstuff,8,2026-05-03T09:32:31.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:32:32.565Z,auth,1.066
S2_ssh_credstuff,8,2026-05-03T09:32:33.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:32:34.617Z,auth,1.617
S2_ssh_credstuff,8,2026-05-03T09:32:34.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:32:36.357Z,auth,1.857
S2_ssh_credstuff,8,2026-05-03T09:32:36.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:32:37.176Z,auth,1.176
S2_ssh_credstuff,8,2026-05-03T09:32:37.500Z,auth,10.10.42.200,10.10.42.22,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:39.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:32:40.772Z,auth,1.772
S2_ssh_credstuff,8,2026-05-03T09:32:40.500Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:32:41.983Z,auth,1.483
S2_ssh_credstuff,8,2026-05-03T09:32:42.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:32:43.848Z,auth,1.849
S2_ssh_credstuff,8,2026-05-03T09:32:43.500Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:45.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:32:46.997Z,auth,1.998
S2_ssh_credstuff,8,2026-05-03T09:32:46.500Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:48.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:32:50.173Z,auth,2.174
S2_ssh_credstuff,8,2026-05-03T09:32:49.500Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:32:51.782Z,auth,2.282
S2_ssh_credstuff,8,2026-05-03T09:32:51.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:32:52.526Z,auth,1.527
S2_ssh_credstuff,8,2026-05-03T09:32:52.500Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,8,2026-05-03T09:32:54.000Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:32:56.499Z,auth,2.499
S2_ssh_credstuff,8,2026-05-03T09:32:55.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:32:57.771Z,auth,2.272
S2_ssh_credstuff,8,2026-05-03T09:32:57.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:32:58.531Z,auth,1.532
S2_ssh_credstuff,8,2026-05-03T09:32:58.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:33:00.146Z,auth,1.646
S2_ssh_credstuff,8,2026-05-03T09:33:00.000Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:33:01.739Z,auth,1.740
S2_ssh_credstuff,8,2026-05-03T09:33:01.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:33:03.072Z,auth,1.572
S2_ssh_credstuff,8,2026-05-03T09:33:03.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:04.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:33:05.980Z,auth,1.480
S2_ssh_credstuff,8,2026-05-03T09:33:06.000Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:33:07.214Z,auth,1.214
S2_ssh_credstuff,8,2026-05-03T09:33:07.500Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:09.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:10.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:33:12.624Z,auth,2.125
S2_ssh_credstuff,8,2026-05-03T09:33:12.000Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:13.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:33:15.299Z,auth,1.800
S2_ssh_credstuff,8,2026-05-03T09:33:15.000Z,auth,10.10.42.200,10.10.42.22,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:16.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:33:17.804Z,auth,1.305
S2_ssh_credstuff,8,2026-05-03T09:33:18.000Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:33:20.616Z,auth,2.616
S2_ssh_credstuff,8,2026-05-03T09:33:19.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:33:21.770Z,auth,2.270
S2_ssh_credstuff,8,2026-05-03T09:33:21.000Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:22.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:33:23.461Z,auth,0.961
S2_ssh_credstuff,8,2026-05-03T09:33:24.000Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:25.500Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,8,2026-05-03T09:33:27.000Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:33:28.898Z,auth,1.899
S2_ssh_credstuff,8,2026-05-03T09:33:28.500Z,auth,10.10.42.200,10.10.42.20,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:30.000Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:33:33.250Z,auth,3.250
S2_ssh_credstuff,9,2026-05-03T09:33:31.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:33:33.191Z,auth,1.691
S2_ssh_credstuff,9,2026-05-03T09:33:33.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:33:35.338Z,auth,2.338
S2_ssh_credstuff,9,2026-05-03T09:33:34.500Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:36.000Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:37.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:33:39.800Z,auth,2.301
S2_ssh_credstuff,9,2026-05-03T09:33:39.000Z,auth,10.10.42.200,10.10.42.5,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:40.500Z,auth,10.10.42.200,10.10.42.21,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:42.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:33:43.293Z,auth,1.294
S2_ssh_credstuff,9,2026-05-03T09:33:43.500Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:33:45.561Z,auth,2.062
S2_ssh_credstuff,9,2026-05-03T09:33:45.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:33:46.622Z,auth,1.623
S2_ssh_credstuff,9,2026-05-03T09:33:46.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:48.000Z,auth,10.10.42.200,10.10.42.16,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:49.500Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:33:50.889Z,auth,1.389
S2_ssh_credstuff,9,2026-05-03T09:33:51.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:33:52.794Z,auth,1.795
S2_ssh_credstuff,9,2026-05-03T09:33:52.500Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:33:55.020Z,auth,2.521
S2_ssh_credstuff,9,2026-05-03T09:33:54.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,9,2026-05-03T09:33:55.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:33:57.817Z,auth,2.317
S2_ssh_credstuff,9,2026-05-03T09:33:57.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:33:59.363Z,auth,2.363
S2_ssh_credstuff,9,2026-05-03T09:33:58.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:34:00.970Z,auth,2.470
S2_ssh_credstuff,9,2026-05-03T09:34:00.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:34:01.868Z,auth,1.868
S2_ssh_credstuff,9,2026-05-03T09:34:01.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:34:03.611Z,auth,2.111
S2_ssh_credstuff,9,2026-05-03T09:34:03.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:34:05.097Z,auth,2.098
S2_ssh_credstuff,9,2026-05-03T09:34:04.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:34:06.586Z,auth,2.086
S2_ssh_credstuff,9,2026-05-03T09:34:06.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:34:08.470Z,auth,2.470
S2_ssh_credstuff,9,2026-05-03T09:34:07.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:09.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:34:10.869Z,auth,1.869
S2_ssh_credstuff,9,2026-05-03T09:34:10.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:34:11.583Z,auth,1.084
S2_ssh_credstuff,9,2026-05-03T09:34:12.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:34:14.214Z,auth,2.214
S2_ssh_credstuff,9,2026-05-03T09:34:13.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:34:14.642Z,auth,1.143
S2_ssh_credstuff,9,2026-05-03T09:34:15.000Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:34:16.691Z,auth,1.691
S2_ssh_credstuff,9,2026-05-03T09:34:16.500Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:18.000Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:34:20.225Z,auth,2.225
S2_ssh_credstuff,9,2026-05-03T09:34:19.500Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:34:21.249Z,auth,1.749
S2_ssh_credstuff,9,2026-05-03T09:34:21.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:34:22.715Z,auth,1.716
S2_ssh_credstuff,9,2026-05-03T09:34:22.500Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:34:23.516Z,auth,1.017
S2_ssh_credstuff,9,2026-05-03T09:34:24.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:34:25.934Z,auth,1.935
S2_ssh_credstuff,9,2026-05-03T09:34:25.500Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:27.000Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:34:28.479Z,auth,1.480
S2_ssh_credstuff,9,2026-05-03T09:34:28.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:34:30.401Z,auth,1.901
S2_ssh_credstuff,9,2026-05-03T09:34:30.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:34:31.188Z,auth,1.189
S2_ssh_credstuff,9,2026-05-03T09:34:31.500Z,auth,10.10.42.200,10.10.42.8,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:33.000Z,auth,10.10.42.200,10.10.42.15,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:34.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:34:36.553Z,auth,2.053
S2_ssh_credstuff,9,2026-05-03T09:34:36.000Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:37.500Z,auth,10.10.42.200,10.10.42.8,True,2026-05-03T09:34:38.718Z,auth,1.219
S2_ssh_credstuff,9,2026-05-03T09:34:39.000Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:40.500Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:34:42.483Z,auth,1.983
S2_ssh_credstuff,9,2026-05-03T09:34:42.000Z,auth,10.10.42.200,10.10.42.17,False,,,
S2_ssh_credstuff,9,2026-05-03T09:34:43.500Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:34:44.728Z,auth,1.228
S2_ssh_credstuff,10,2026-05-03T09:34:45.000Z,auth,10.10.42.200,10.10.42.7,True,2026-05-03T09:34:45.527Z,auth,0.528
S2_ssh_credstuff,10,2026-05-03T09:34:46.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:34:48.319Z,auth,1.820
S2_ssh_credstuff,10,2026-05-03T09:34:48.000Z,auth,10.10.42.200,10.10.42.4,False,,,
S2_ssh_credstuff,10,2026-05-03T09:34:49.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:34:51.653Z,auth,2.153
S2_ssh_credstuff,10,2026-05-03T09:34:51.000Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:34:52.789Z,auth,1.789
S2_ssh_credstuff,10,2026-05-03T09:34:52.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:34:54.127Z,auth,1.628
S2_ssh_credstuff,10,2026-05-03T09:34:54.000Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:34:56.383Z,auth,2.384
S2_ssh_credstuff,10,2026-05-03T09:34:55.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:34:58.391Z,auth,2.891
S2_ssh_credstuff,10,2026-05-03T09:34:57.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:34:59.097Z,auth,2.098
S2_ssh_credstuff,10,2026-05-03T09:34:58.500Z,auth,10.10.42.200,10.10.42.18,True,2026-05-03T09:35:01.650Z,auth,3.151
S2_ssh_credstuff,10,2026-05-03T09:35:00.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:35:01.629Z,auth,1.630
S2_ssh_credstuff,10,2026-05-03T09:35:01.500Z,auth,10.10.42.200,10.10.42.17,True,2026-05-03T09:35:03.566Z,auth,2.067
S2_ssh_credstuff,10,2026-05-03T09:35:03.000Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:35:03.998Z,auth,0.998
S2_ssh_credstuff,10,2026-05-03T09:35:04.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:35:07.186Z,auth,2.687
S2_ssh_credstuff,10,2026-05-03T09:35:06.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:35:08.198Z,auth,2.199
S2_ssh_credstuff,10,2026-05-03T09:35:07.500Z,auth,10.10.42.200,10.10.42.3,True,2026-05-03T09:35:08.711Z,auth,1.211
S2_ssh_credstuff,10,2026-05-03T09:35:09.000Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:35:09.567Z,auth,0.568
S2_ssh_credstuff,10,2026-05-03T09:35:10.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:35:11.745Z,auth,1.245
S2_ssh_credstuff,10,2026-05-03T09:35:12.000Z,auth,10.10.42.200,10.10.42.13,True,2026-05-03T09:35:13.696Z,auth,1.696
S2_ssh_credstuff,10,2026-05-03T09:35:13.500Z,auth,10.10.42.200,10.10.42.5,True,2026-05-03T09:35:15.564Z,auth,2.065
S2_ssh_credstuff,10,2026-05-03T09:35:15.000Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:35:17.422Z,auth,2.422
S2_ssh_credstuff,10,2026-05-03T09:35:16.500Z,auth,10.10.42.200,10.10.42.13,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:18.000Z,auth,10.10.42.200,10.10.42.8,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:19.500Z,auth,10.10.42.200,10.10.42.14,True,2026-05-03T09:35:21.674Z,auth,2.174
S2_ssh_credstuff,10,2026-05-03T09:35:21.000Z,auth,10.10.42.200,10.10.42.6,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:22.500Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:35:24.296Z,auth,1.797
S2_ssh_credstuff,10,2026-05-03T09:35:24.000Z,auth,10.10.42.200,10.10.42.19,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:25.500Z,auth,10.10.42.200,10.10.42.15,True,2026-05-03T09:35:27.122Z,auth,1.622
S2_ssh_credstuff,10,2026-05-03T09:35:27.000Z,auth,10.10.42.200,10.10.42.14,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:28.500Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:30.000Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:31.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:35:32.615Z,auth,1.115
S2_ssh_credstuff,10,2026-05-03T09:35:33.000Z,auth,10.10.42.200,10.10.42.8,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:34.500Z,auth,10.10.42.200,10.10.42.9,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:36.000Z,auth,10.10.42.200,10.10.42.1,True,2026-05-03T09:35:37.235Z,auth,1.235
S2_ssh_credstuff,10,2026-05-03T09:35:37.500Z,auth,10.10.42.200,10.10.42.22,True,2026-05-03T09:35:39.024Z,auth,1.524
S2_ssh_credstuff,10,2026-05-03T09:35:39.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:35:40.086Z,auth,1.086
S2_ssh_credstuff,10,2026-05-03T09:35:40.500Z,auth,10.10.42.200,10.10.42.20,True,2026-05-03T09:35:42.831Z,auth,2.331
S2_ssh_credstuff,10,2026-05-03T09:35:42.000Z,auth,10.10.42.200,10.10.42.18,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:43.500Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:35:45.210Z,auth,1.710
S2_ssh_credstuff,10,2026-05-03T09:35:45.000Z,auth,10.10.42.200,10.10.42.19,True,2026-05-03T09:35:47.000Z,auth,2.001
S2_ssh_credstuff,10,2026-05-03T09:35:46.500Z,auth,10.10.42.200,10.10.42.16,True,2026-05-03T09:35:48.637Z,auth,2.138
S2_ssh_credstuff,10,2026-05-03T09:35:48.000Z,auth,10.10.42.200,10.10.42.7,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:49.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:35:50.676Z,auth,1.177
S2_ssh_credstuff,10,2026-05-03T09:35:51.000Z,auth,10.10.42.200,10.10.42.3,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:52.500Z,auth,10.10.42.200,10.10.42.21,True,2026-05-03T09:35:54.552Z,auth,2.053
S2_ssh_credstuff,10,2026-05-03T09:35:54.000Z,auth,10.10.42.200,10.10.42.9,True,2026-05-03T09:35:56.224Z,auth,2.225
S2_ssh_credstuff,10,2026-05-03T09:35:55.500Z,auth,10.10.42.200,10.10.42.21,False,,,
S2_ssh_credstuff,10,2026-05-03T09:35:57.000Z,auth,10.10.42.200,10.10.42.4,True,2026-05-03T09:35:58.331Z,auth,1.332
S2_ssh_credstuff,10,2026-05-03T09:35:58.500Z,auth,10.10.42.200,10.10.42.6,True,2026-05-03T09:35:59.768Z,auth,1.268
S3_web_exploit,1,2026-05-03T09:37:00.000Z,connection,10.10.42.200,10.10.42.22,True,2026-05-03T09:37:01.720Z,connection,1.721
S3_web_exploit,1,2026-05-03T09:37:01.500Z,connection,10.10.42.200,10.10.42.6,True,2026-05-03T09:37:03.046Z,connection,1.546
S3_web_exploit,1,2026-05-03T09:37:03.000Z,connection,10.10.42.200,10.10.42.15,False,,,
S3_web_exploit,1,2026-05-03T09:37:04.500Z,connection,10.10.42.200,10.10.42.3,False,,,
S3_web_exploit,1,2026-05-03T09:37:06.000Z,connection,10.10.42.200,10.10.42.1,True,2026-05-03T09:37:09.997Z,connection,3.998
S3_web_exploit,2,2026-05-03T09:37:07.500Z,connection,10.10.42.200,10.10.42.13,False,,,
S3_web_exploit,2,2026-05-03T09:37:09.000Z,connection,10.10.42.200,10.10.42.18,False,,,
S3_web_exploit,2,2026-05-03T09:37:10.500Z,connection,10.10.42.200,10.10.42.1,True,2026-05-03T09:37:12.498Z,connection,1.998
S3_web_exploit,2,2026-05-03T09:37:12.000Z,connection,10.10.42.200,10.10.42.22,True,2026-05-03T09:37:15.517Z,connection,3.518
S3_web_exploit,2,2026-05-03T09:37:13.500Z,connection,10.10.42.200,10.10.42.17,True,2026-05-03T09:37:15.715Z,connection,2.216
S3_web_exploit,3,2026-05-03T09:37:15.000Z,connection,10.10.42.200,10.10.42.4,False,,,
S3_web_exploit,3,2026-05-03T09:37:16.500Z,connection,10.10.42.200,10.10.42.7,True,2026-05-03T09:37:18.381Z,connection,1.882
S3_web_exploit,3,2026-05-03T09:37:18.000Z,connection,10.10.42.200,10.10.42.6,True,2026-05-03T09:37:20.561Z,connection,2.561
S3_web_exploit,3,2026-05-03T09:37:19.500Z,connection,10.10.42.200,10.10.42.15,False,,,
S3_web_exploit,3,2026-05-03T09:37:21.000Z,connection,10.10.42.200,10.10.42.16,False,,,
S3_web_exploit,4,2026-05-03T09:37:22.500Z,connection,10.10.42.200,10.10.42.6,False,,,
S3_web_exploit,4,2026-05-03T09:37:24.000Z,connection,10.10.42.200,10.10.42.21,True,2026-05-03T09:37:26.066Z,connection,2.066
S3_web_exploit,4,2026-05-03T09:37:25.500Z,connection,10.10.42.200,10.10.42.13,True,2026-05-03T09:37:28.935Z,connection,3.436
S3_web_exploit,4,2026-05-03T09:37:27.000Z,connection,10.10.42.200,10.10.42.6,True,2026-05-03T09:37:29.273Z,connection,2.274
S3_web_exploit,4,2026-05-03T09:37:28.500Z,connection,10.10.42.200,10.10.42.18,True,2026-05-03T09:37:31.877Z,connection,3.377
S3_web_exploit,5,2026-05-03T09:37:30.000Z,connection,10.10.42.200,10.10.42.7,False,,,
S3_web_exploit,5,2026-05-03T09:37:31.500Z,connection,10.10.42.200,10.10.42.15,True,2026-05-03T09:37:35.647Z,connection,4.148
S3_web_exploit,5,2026-05-03T09:37:33.000Z,connection,10.10.42.200,10.10.42.19,True,2026-05-03T09:37:38.072Z,connection,5.073
S3_web_exploit,5,2026-05-03T09:37:34.500Z,connection,10.10.42.200,10.10.42.14,True,2026-05-03T09:37:37.776Z,connection,3.276
S3_web_exploit,5,2026-05-03T09:37:36.000Z,connection,10.10.42.200,10.10.42.19,False,,,
S3_web_exploit,6,2026-05-03T09:37:37.500Z,connection,10.10.42.200,10.10.42.8,True,2026-05-03T09:37:40.493Z,connection,2.993
S3_web_exploit,6,2026-05-03T09:37:39.000Z,connection,10.10.42.200,10.10.42.3,True,2026-05-03T09:37:39.597Z,connection,0.598
S3_web_exploit,6,2026-05-03T09:37:40.500Z,connection,10.10.42.200,10.10.42.20,True,2026-05-03T09:37:43.061Z,connection,2.561
S3_web_exploit,6,2026-05-03T09:37:42.000Z,connection,10.10.42.200,10.10.42.1,False,,,
S3_web_exploit,6,2026-05-03T09:37:43.500Z,connection,10.10.42.200,10.10.42.18,True,2026-05-03T09:37:45.920Z,connection,2.420
S3_web_exploit,7,2026-05-03T09:37:45.000Z,connection,10.10.42.200,10.10.42.17,True,2026-05-03T09:37:48.374Z,connection,3.374
S3_web_exploit,7,2026-05-03T09:37:46.500Z,connection,10.10.42.200,10.10.42.17,True,2026-05-03T09:37:48.192Z,connection,1.692
S3_web_exploit,7,2026-05-03T09:37:48.000Z,connection,10.10.42.200,10.10.42.14,True,2026-05-03T09:37:50.169Z,connection,2.169
S3_web_exploit,7,2026-05-03T09:37:49.500Z,connection,10.10.42.200,10.10.42.21,True,2026-05-03T09:37:50.365Z,connection,0.865
S3_web_exploit,7,2026-05-03T09:37:51.000Z,connection,10.10.42.200,10.10.42.5,True,2026-05-03T09:37:52.970Z,connection,1.970
S3_web_exploit,8,2026-05-03T09:37:52.500Z,connection,10.10.42.200,10.10.42.5,True,2026-05-03T09:37:55.233Z,connection,2.733
S3_web_exploit,8,2026-05-03T09:37:54.000Z,connection,10.10.42.200,10.10.42.16,False,,,
